ID, Station Name, Latitude (deg), Longitude (deg), Ellipsoidal Elevation (m), X (m), Y (m), Z (m), Epoch Date (YYYYMMDD)
EUCH, EuchreMtn_OR2021,   44.8347415785, -123.8708113405,  721.93427, -2525266.02043, -3762130.92061,  4474852.55485, 20230517
EWPP, EWPP_SCGN_CS1999,   34.1042002955, -117.5255903366,  330.48636, -2443386.95131, -4688588.64784,  3556208.20293, 20230517
EYAC, EYAC_AKDA_AK2005,   60.5487060065, -145.7498646075,  146.05832, -2598865.28860, -1769513.37953,  5530917.90107, 20230517
FAI1, Fairbanks_WAAS,     64.8096287746, -147.8473413361,  149.55982, -2304741.79290, -1448715.24166,  5748843.28674, 20230517
FAIR, Gilmore_Creek_Ob,   64.9779959195, -147.4992414122,  319.03544, -2281621.97319, -1453595.97454,  5756961.70234, 20230517
FARB, Farrallon_Island,   37.6972125627, -123.0007741513,  -21.74696, -2752136.20418, -4237792.76004,  3878893.07301, 20230517
FCDE, FCDE_FCSM_US2020,   25.6172558894,  -80.3053508804,  -24.41005,   969086.35424, -5672578.43544,  2740878.62662, 20230517
FCHO, FCHO_FCSM_US2020,   25.9080270022,  -80.1248052424,  -24.54469,   984555.22411, -5655702.82735,  2769889.43372, 20230517
FCI1, FCI1_FCSM_US2020,   25.9057046307,  -80.1374525569,  -22.70033,   983326.31417, -5656032.40181,  2769658.80884, 20230517
FCI2, FCI2_FCSM_US2020,   25.9058406608,  -80.1383587926,  -24.63164,   983235.42854, -5656039.75581,  2769671.52096, 20230517
FERN, FERN_BRGN_AZ1999,   35.3418712894, -112.4547392344, 1767.91985, -1989985.92849, -4815005.73668,  3669893.66417, 20230517
FGST, FGST_SCGN_CS2000,   34.7330125635, -120.0093877900,  904.09812, -2624795.68297, -4544559.70198,  3614079.99161, 20230517
FHOG, Forest_Home,        34.0935474725, -116.9358719636, 1588.69736, -2395773.06103, -4715008.02989,  3555934.94173, 20230517
FLIN, Flin_Flon,          54.7255832115, -101.9780381899,  311.59064,  -766174.85078, -3611375.39000,  5184056.23199, 20230517
FMVT, FMVT_SCGN_CS2000,   34.3563390746, -118.8840375329,  617.01039, -2546367.51791, -4615775.69689,  3579495.29619, 20230517
FOOT, FOOT_BRGN_NV1997,   39.3693959017, -113.8053757409, 1547.38845, -1993377.83977, -4518444.34912,  4025085.87156, 20230517
FORE, FORE_BRGN_UT2007,   40.5118958017, -111.3803304130, 1796.67416, -1770779.05173, -4523065.66714,  4122531.39746, 20230517
FOXG, Fox_Airport_2_GP,   34.7339129866, -118.2405025651,  688.79286, -2483152.91493, -4623210.16972,  3614039.41964, 20230517
FRDN, Fredericton,_Can,   45.9335078438,  -66.6598833281,   94.84076,  1760542.50594, -4080068.02596,  4560178.62801, 20230517
FRED, FRED_BRGN_AZ1999,   36.9883311748, -112.4992195899, 1529.73933, -1952384.46469, -4713654.64722,  3817279.23721, 20230517
FS63, FS63_WAS_USA2019,   61.4696722527, -149.7232813168,   43.64264, -2637671.24940, -1539893.21257,  5580566.52576, 20230517
FS82, FS82_BIG_USA2019,   61.5487002968, -149.8160691437,   60.81962, -2633477.89961, -1531732.12780,  5584782.60525, 20230517
GACC, Columbia_County,    33.5457587555,  -82.1338128956,   98.50687,   728279.66583, -5271277.00718,  3504619.80590, 20230517
GACR, Cochran,            32.3809610279,  -83.3462311929,   97.81204,   624725.16052, -5355319.99386,  3396234.77265, 20230517
GARF, Garfield_Hts,       41.4157812819,  -81.6148986852,  253.08024,   698558.07645, -4739152.98429,  4197329.71765, 20230517
GARL, GARL_BRGN_NV1996,   40.4165259173, -119.3554600106, 1640.24776, -2384509.33038, -4239524.85070,  4114370.55069, 20230517
GAST, Gaston,             35.3110609970,  -81.1887683763,  212.15986,   798177.16352, -5149234.02388,  3666204.74848, 20230517
GCEA, GC_Elgin_Ave2011,   19.2930206085,  -81.3780246940,   16.05802,   902810.15305, -5954107.76862,  2093996.06886, 20230517
GDEC, Goodwin_EduSCIGN,   35.1894174039, -119.8636863206,  566.26856, -2598643.80729, -4525815.44802,  3655387.27620, 20230517
GDMA, Grand_Marais,       47.7485518948,  -90.3412544545,  157.37009,   -25590.21544, -4296483.12166,  4698239.74475, 20230517
GHRP, GlenHelenReSCIGN,   34.2038909414, -117.3978993793,  628.60349, -2430188.22899, -4688729.08980,  3565527.26745, 20230517
GLRS, GLRS_SCGN_CS1999,   33.2748114098, -115.5213739896,  -48.62252, -2299767.66517, -4816937.89052,  3479453.46323, 20230517
GMMA, Gamma_O,            77.8094262914,  -19.6521197331,  521.83670,  1272561.96444,  -454443.73431,  6212988.33582, 20230517
GMPK, GMPK_SCGN_CS2000,   33.0510843958, -114.8273472878,  591.19919, -2247176.89918, -4857246.41749,  3459031.19381, 20230517
GMRC, GMRC_SCGN_CS1999,   34.7839967179, -115.6602314051, 1298.22073, -2271347.88165, -4727907.50348,  3618952.23835, 20230517
GNPS, GNPS_SCGN_CS1999,   34.3085555964, -114.1894519946,  232.40778, -2161144.62183, -4811133.53907,  3574901.01145, 20230517
GNVL, Gainesville,        29.6865498222,  -82.2768777006,   22.46029,   745247.05882, -5495263.13014,  3140246.66317, 20230517
GOBS, GOBS_PNGA_WA1997,   45.8388177832, -120.8146782697,  621.47731, -2280401.19852, -3823181.37334,  4553230.21116, 20230517
GODE, GGAO_Greenbelt,     39.0217280796,  -76.8268328403,   14.49383,  1130773.50997, -4831253.58473,  3994200.45893, 20230517
GOL2, Goldstone_2SCIGN,   35.4251558031, -116.8892525352,  986.65976, -2353614.52338, -4641385.24259,  3676976.40835, 20230517
GOLD, GoldstoneDSSCIGN,   35.4251557965, -116.8892525338,  986.66108, -2353614.52394, -4641385.24399,  3676976.40853, 20230517
GOLY, GOLY,               45.8286972623, -120.8024591565,  500.19294, -2279955.76022, -3824288.16573,  4552359.39300, 20230517
GOSH, GOSH_BRGN_NV1996,   40.6401677142, -114.1797006357, 1560.20675, -1985697.43049, -4422567.13066,  4133199.41067, 20230517
GRCK, Grouse_Creek_WA,    48.1435848350, -117.6645713290,  669.72905, -1979884.75160, -3776797.22278,  4728043.24700, 20230517
GRIS, GrandIsland,        29.2655282518,  -89.9573037605,  -17.07064,     4149.58652, -5568493.92606,  3099600.29227, 20230517
GRMD, Grand_Mound_WA,     46.7954856469, -123.0225986742,   30.73180, -2383866.12652, -3667664.10303,  4626251.88791, 20230517
GRNX, GRNX_AKDA_AK2004,   63.8354972345, -148.9781951406,  594.47273, -2416928.86828, -1453489.54416,  5702185.94009, 20230517
GROK, Gronne_Nunatak,     78.4426996953,  -22.9037671979, 1045.95821,  1181093.53196,  -499004.95738,  6228050.63195, 20230517
GRSV, GRASS_VALLEY_FIR,   45.3644133768, -120.7874129406,  677.45893, -2297886.66044, -3856666.82946,  4516376.48003, 20230511
GRTN, Georgetown,         38.8595441749,  -83.8790951938,  252.00777,   530289.62971, -4944969.06647,  3980345.40756, 20230517
GRZA, Garza,               9.9155230160,  -85.6356158221,   39.73500,   478171.63382, -6265307.05370,  1091052.36342, 20230501
GSC1, GLENWOOD_SPRINGS,   39.5469633829, -107.3275368347, 1756.42269, -1467200.91983, -4702678.17421,  4040443.84536, 20230517
GTPS, GRANTS_PASS,        42.4344939692, -123.2973820895,  278.61706, -2588339.00024, -3940761.91867,  4281535.07064, 20230511
GTRG, GTRG_EBRY_ID1998,   43.2440907617, -113.2412157979, 1539.13002, -1836694.74051, -4276830.55327,  4348349.10636, 20230517
GV01, Galapagos_GV01,     -0.7824034648,  -91.1133750853, 1044.04999,  -123941.35498, -6377386.01079,   -86525.31839, 20230517
GV02, Galapagos_GV02,     -0.8147150351,  -91.1329309117,  950.54411,  -126115.20270, -6377200.06510,   -90097.06595, 20230517
GV03, Galapagos_GV03,     -0.7978008386,  -91.1329348415,  927.89396,  -126115.71273, -6377203.72915,   -88226.37643, 20230517
GV05, Galapagos_GV05,     -0.8049276914,  -91.1212031735,  914.88992,  -124809.46775, -6377205.39704,   -89014.28020, 20230517
GV06, Galapagos_GV06,     -0.8343325482,  -91.1280658488,  967.24844,  -125573.41967, -6377196.23632,   -92266.60682, 20230517
GV07, Galapagos_GV07,     -0.8405237458,  -91.1526121900, 1027.51530,  -128306.50210, -6377192.09679,   -92952.11093, 20230517
GV08, Galapagos_GV08,     -0.8420041951,  -91.1344065170,  905.53888,  -126277.68746, -6377108.20135,   -93114.02733, 20230517
GV10, Galapagos_GV10,     -0.8492570217,  -91.1510461181, 1046.27716,  -128132.28431, -6377200.11852,   -93918.11840, 20230517
GVRS, Garvey_ReseSCIGN,   34.0474492027, -118.1128996955,  154.50616, -2492911.39798, -4666279.35515,  3550895.23912, 20230517
GZKA, GaletzkaMCCA2022,   33.2601253194, -116.3772778960,  153.18239, -2371937.38109, -4782998.64191,  3478202.26203, 20230517
HAHD, Howard_Hansen_Da,   47.2908001713, -121.7880848935,  853.96470, -2283359.00640, -3684391.66769,  4664380.73591, 20230517
HAMM, Hammond_LAUSA,      30.5130753589,  -90.4676280775,    5.90658,   -44885.33133, -5499419.44735,  3219506.43314, 20230517
HAMP, Northampton,        42.3177522542,  -72.6395620742,   41.16499,  1409358.82486, -4508175.72187,  4271795.05118, 20230517
HAR7, Harper_Dry_Lake,    35.0115410703, -117.2992141729,  590.37699, -2398754.09471, -4647657.31895,  3639254.38017, 20230517
HBCH, Harbor_Beach,       43.8462541779,  -82.6430822149,  145.64891,   589981.14104, -4569501.97953,  4395888.25373, 20230517
HBCO, Harbor_CollSCIGN,   33.7836489757, -118.2858007956,  -26.87105, -2514646.92475, -4672980.10847,  3526511.29722, 20230517
HCES, HCES_GAMA_TN2000,   36.3326049957,  -89.1717691344,   77.91780,    74359.83403, -5143744.42411,  3758032.72866, 20230517
HCEX, HCEX_TN2006,        36.3327187458,  -89.1717766500,   78.15352,    74359.05396, -5143737.14606,  3758043.03685, 20230517
HCMN, HCMN_SCGN_CS1999,   34.7547734829, -116.4300778391,  568.76501, -2335223.09859, -4698082.21988,  3615872.76943, 20230517
HDIL, MackinawFWIL2006,   40.5558858874,  -89.2939911199,  199.95108,    59797.46120, -4852585.91383,  4125206.88427, 20230517
HEL2, Helheim_Glacier,    66.4011581474,  -38.2157085421,  425.02073,  2011941.14551, -1584134.94048,  5822388.49043, 20230517
HIPT, High_Point,         35.9656986161,  -80.0136007026,  266.59708,   896283.79849, -5090143.28316,  3725268.43083, 20230517
HIVI, HIVI_SCGN_CS1999,   34.7599210734, -117.7994573589,  930.89862, -2446817.40128, -4640908.68817,  3616548.44079, 20230517
HJOR, Hjornefjeldet,      63.4182107334,  -41.1478708180,  762.71479,  2155177.22672, -1883254.20419,  5681671.59475, 20230517
HLFX, HalifaxCandada,     44.6835505790,  -63.6112826873,    3.08522,  2018905.51555, -4069070.52248,  4462415.48836, 20230517
HMBG, Hamburg_Gletshce,   73.6759827014,  -28.1290727809, 1322.89866,  1586181.53707,  -847976.66522,  6100142.31017, 20230517
HMTG, Diamond_Valley_R,   33.7080980411, -117.0015060882,  577.02654, -2411619.91743, -4732763.03170,  3519878.46351, 20230515
HNPS, HNPS_SCGN_CS1999,   33.7050052339, -115.6353377981,  393.95237, -2298112.92627, -4788949.58531,  3519491.47051, 20230517
HNPT, Horn_Point_Envir,   38.5888170423,  -76.1303762306,  -27.98597,  1196626.10651, -4846358.50870,  3956723.14404, 20230517
HOFN, Hoefn_Iceland,      64.2672934792,  -15.1979147768,   82.90365,  2679689.99111,  -727950.93421,  5722789.55879, 20230517
HOL3, Holcomb_RidSCIGN,   34.4581567919, -117.8451312940, 1239.43474, -2459517.10313, -4655995.94466,  3589166.90214, 20230517
HOLB, Holberg,            50.6403521181, -128.1349999901,  559.64816, -2503040.74816, -3188233.33552,  4908701.45117, 20230517
HOLP, Hollydale__SCIGN,   33.9245426147, -118.1681771284,   -6.74317, -2500946.52278, -4670472.48881,  3539500.79044, 20230517
HOPL, Hopland_Research,   38.9951870015, -123.0747065258,  354.73569, -2708980.97269, -4159581.13822,  3992124.98538, 20230517
HOTK, Hot_Creek,          37.6585881205, -118.8212534018, 2143.27876, -2438048.95917, -4430900.50981,  3876822.87773, 20230517
HOUM, Houma,              29.5922578922,  -90.7236168554,  -12.74356,   -70100.74657, -5550262.32308,  3131144.90889, 20230517
HRDG, Harder_Gletscher,   81.8798326071,  -44.5173808654,  718.43630,   644572.89224,  -633804.49039,  6293307.70838, 20230517
HRST, Hearst,             49.6674452088,  -83.5110492502,  228.47054,   467447.39348, -4109779.41759,  4839105.23202, 20230511
HUA2, Casper 2,           10.0177316563,  -85.3516934692,  594.23093,   509098.29947, -6261454.67057,  1102283.32717, 20230517
HUSB, HUSB_206,           44.1195261065, -121.8493640980, 2038.53307, -2420875.66700, -3896971.90538,  4419054.64063, 20230517
HVWY, HVWY_EBRY_WY1999,   44.6136000960, -110.5359649714, 2406.81446, -1595965.74710, -4260449.71066,  4458573.55718, 20230517
HVYS, HVYS_SCGN_CS2000,   34.4412331998, -119.1875472262,  373.94331, -2568090.01303, -4597402.05657,  3587129.01173, 20230517
HWUT, HWUT_EBRY_UT2004,   41.6072399522, -111.5651182128, 1714.94833, -1755958.90415, -4442946.69711,  4214224.11411, 20230517
I40A, I40A_SCGN_CS2000,   34.7273239681, -115.9114509739,  765.33637, -2293431.13463, -4720733.64287,  3613482.22967, 20230517
ICT1, Wichita_ICT1,       37.5877208969,  -97.3088895850,  363.35953,  -643822.29348, -5019639.79004,  3869505.25129, 20230517
IDBB, Idaho_Falls,        43.4816316653, -112.0416060038, 1427.69707, -1739921.95119, -4297470.57950,  4367463.65138, 20230517
IDBY, Rexburg,            43.8203597809, -111.7835522512, 1493.13138, -1710924.03827, -4281179.09679,  4394745.78403, 20230517
IDDR, Driggs,             43.7461160022, -111.1102727876, 1863.93188, -1662651.88214, -4306563.91319,  4389045.25593, 20230517
IDIF, Idaho_Falls,        43.5185826746, -112.0520038436, 1438.07510, -1739643.40619, -4294541.93616,  4370449.37508, 20230517
IDIR, Irwin,              43.4094762241, -111.2967027215, 1614.32781, -1685956.89835, -4324991.24292,  4361770.34336, 20230517
IDNP, Grangeville_APT,    45.9397086590, -116.1212762751,  996.58189, -1956497.22110, -3989956.79350,  4561305.95537, 20230517
IDOG, Indio_Hills,        33.7967981225, -116.2215165461,  434.95133, -2344501.89106, -4760143.66123,  3527980.29720, 20230517
IDPO, POCATELLO,          42.8655585640, -112.4317634477, 1379.42077, -1787004.97619, -4328786.07951,  4317505.23151, 20230517
IDQG, Granite_Construc,   33.7679738391, -116.2389870903,   -1.30076, -2346578.92467, -4760697.93999,  3525080.30828, 20230517
IDSN, Salmon,             45.1920724236, -113.8969359926, 1184.60286, -1824256.66173, -4117263.55969,  4503257.22162, 20230517
IDTD, Idaho_DOT,          43.6529411452, -116.2834102829,  788.61688, -2047007.19111, -4144825.26210,  4380816.34122, 20230517
IID2, IID2_SCGN_CS1998,   32.7061682032, -115.0318046602,    9.75380, -2273075.54174, -4867570.06325,  3426589.19384, 20230517
ILSA, Springfield,        39.7786351843,  -89.6103027689,  152.90296,    33385.49986, -4908474.03972,  4059224.56102, 20230517
ILUC, Univ_Illinois_2,    40.0989983707,  -88.2202987676,  232.62820,   151736.97761, -4883455.74290,  4086549.92428, 20230517
IMPS, IMPS_SCGN_CS1999,   34.1575624319, -115.1451020607,  563.25299, -2245206.52125, -4783197.38891,  3561238.79945, 20230517
INAB, INDOT_Albany,       40.2982546754,  -85.2114542206,  265.94766,   406670.90004, -4854553.17149,  4103471.49821, 20230517
INEG, Aguascalientes_F,   21.8561536311, -102.2842048530, 1887.26676, -1260435.72731, -5788546.57432,  2360339.81578, 20230517
INGG, INDOT_Greensburg,   39.3598455321,  -85.5149362717,  253.43170,   386169.96951, -4923162.57304,  4023445.31026, 20230517
INVK, Inuvik,             68.3061832620, -133.5269648918,   46.32949, -1628432.39873, -1714393.08409,  5903844.58206, 20230517
INWN, Winamac,            41.0794066537,  -86.6043001823,  188.05252,   285196.05402, -4806489.00643,  4169198.15098, 20230517
IQAL, Iqaluit,_Canada,    63.7559645257,  -68.5105013082,   91.73373,  1036000.83264, -2631455.60306,  5697819.74572, 20230517
ISLK, ISLK_SCGN_CS1999,   35.6622712836, -118.4743048423,  823.38098, -2473742.83895, -4560944.13087,  3698290.69057, 20230517
IWAW, IWAW_KIVU_RW2022,   -1.9346031872,   29.1472480932, 1517.39152,  5568649.71468,  3105488.14859,  -213928.74244, 20230517
JFWS, JewelFarm_WI2006,   42.9142714640,  -90.2481089214,  293.61502,   -20260.01303, -4678614.44545,  4320731.59903, 20230517
JGBL, Jrgen_Brnlund,      82.2087591383,  -31.0042084891,  753.26296,   743648.61655,  -446903.51437,  6298426.76029, 20230517
JME2, Jacmel_Haiti2013,   18.2350478900,  -72.5384059496,   -8.39995,  1818345.82848, -5780564.24187,  1983107.50459, 20230517
JNHG, Juniper_Hills,      34.4490654851, -117.9554420960, 1276.14607, -2468758.37517, -4651782.85564,  3588355.90969, 20230517
JPLM, JPL_Mesa___SCIGN,   34.2048225691, -118.1732328802,  423.98906, -2493304.91833, -4655214.80958,  3565497.71886, 20230517
JRO1, Johnston_Ridge_O,   46.2751241819, -122.2176173754, 1275.62605, -2354945.03726, -3737040.46353,  4587359.95115, 20230514
JRSC, Jasper_Ridge,       37.4062502295, -122.2274018436,  144.28037, -2705252.31101, -4291314.92606,  3853391.78207, 20230517
JWLF, Jewell_Fjord,       83.1116540275,  -45.1198451658,  112.88629,   541575.86831,  -543846.24116,  6310673.92846, 20230517
KAGA, KangiaNorthGrenL,   69.2223020379,  -49.8146332459,  150.02180,  1464296.05544, -1733658.31599,  5940955.03121, 20230517
KAGZ, Kap_Agassiz,        79.1319588572,  -65.8529655289,   86.64365,   493554.79289, -1100930.01413,  6242075.20002, 20230517
KANZ, kanz_KIVU_RW2022,   -1.6463454824,   29.3781140749, 2299.31095,  5557640.49377,  3128773.13918,  -182084.97230, 20230517
KBRC, KBRC_SCGN_CS2000,   34.3985301177, -119.0082036615,  370.50621, -2554984.14284, -4607757.37507,  3583219.16301, 20230517
KENI, KENI,               46.1978829016, -119.1586340280,  146.10050, -2154807.06009, -3862118.12138,  4580604.87215, 20230517
KFRC, KLAMATH_FALLS,      42.2241708876, -121.7838826543, 1240.14222, -2492012.52272, -4021730.37602,  4264908.83178, 20230511
KIR0, runa,               67.8775774433,   21.0602466520,  498.13581,  2248122.97428,   865686.88459,  5886425.92814, 20230517
KLTS, KLTS,               46.6432064428, -118.5581706522,  257.25077, -2097107.37910, -3853057.37605,  4614811.04417, 20230517
KMBR, KMBR_KIVU_RW2022,   -1.8273615965,   29.2925855840, 1471.78100,  5561054.15435,  3119771.85751,  -202072.55124, 20230517
KMJP, Kap_Morris_Jessu,   83.6432384107,  -33.3770887417,   85.13580,   591676.06134,  -389799.10366,  6317493.10694, 20230517
KMOR, Kap_Morton,         81.2527151721,  -63.5274085445,  203.33376,   433815.53603,  -871142.70702,  6282526.52387, 20230517
KNGS, Kingston,           44.2186911461,  -76.5172694070,   48.85007,  1067510.54008, -4452412.96648,  4425573.18650, 20230517
KNTN, Kenton,             40.6304638968,  -83.6148091143,  264.76517,   539113.26778, -4817543.43549,  4131537.90527, 20230517
KOKB, Kokee_Park_Geoph,   22.1262693113, -159.6649388636, 1167.38020, -5543838.34694, -2054585.60598,  2387810.63769, 20230517
KOOT, KOOT,               47.7707481910, -116.8096433521,  685.76092, -1937203.64060, -3833408.05975,  4700290.07157, 20230517
KRAC, Krakatoa-USGS,      37.7133107417, -118.8804755298, 2377.79255, -2440923.18352, -4425288.22094,  3881774.51198, 20230517
KSNB, Steenstrup_Nordr,   66.8632812195,  -35.5763184921, 1721.02434,  2044690.44597, -1462576.68232,  5844021.73076, 20230517
KSU1, KSU1_KSUN_KS2006,   39.1007500026,  -96.6094826375,  325.59366,  -570504.71297, -4923591.02086,  4001208.48205, 20230517
KTBW, KTBW_PNGA_WA2001,   47.5473189558, -122.7954191469,  491.57498, -2336270.95709, -3625819.50960,  4683413.10563, 20230517
KUAQ, Kangerdlussuaq_G,   68.5870001600,  -33.0527497818,  865.17157,  1957695.87052, -1273906.57701,  5916113.98330, 20230517
KUPR, KUPR_SHUM_AK2021,   55.5912750909, -159.6881994479,  341.56671, -3388026.07527, -1254062.23578,  5239142.69223, 20230517
KVTX, KingsvilleTX2006,   27.5459505417,  -97.8928841917,   -2.60901,  -777124.94197, -5605551.23556,  2931984.67622, 20230517
KWBU, West_of_Kawak_Bu,   43.7523840843, -121.3120053245, 1762.55157, -2398832.28452, -3943524.34194,  4389478.37659, 20230517
KYBO, Boone_County,       39.0383504681,  -84.7236527681,  233.73733,   456195.43138, -4939808.15142,  3995772.04939, 20230517
KYMH, Morehead_State_U,   38.1841399684,  -83.4365326434,  221.48930,   573804.06977, -4987092.12823,  3921666.95845, 20230517
KYTB, KY_HWY_DIST_2,      37.3532246972,  -87.4967620186,  134.04415,   221716.56886, -5071567.29439,  3848709.05052, 20230517
KYTC, KY_HWY_DIST_3,      36.9891675831,  -86.4745073318,  115.62609,   313662.17520, -5091155.76705,  3816502.57625, 20230517
KYTD, KY_HWY_DIST_4,      37.6818019041,  -85.8506787143,  206.98964,   365706.17873, -5041011.73542,  3877679.36813, 20230517
KYTE, KY_HWY_DIST_5,      38.2766575337,  -85.5983981223,  156.62896,   384777.33597, -4998800.70306,  3929694.06860, 20230517
KYTG, KY_HWY_DIST_7,      38.0755535400,  -84.4922061385,  263.84697,   482542.33227, -5004258.52065,  3912211.71669, 20230517
KYTH, KY_HWY_DIST_8,      37.0703280336,  -84.6182046170,  263.48407,   477917.30348, -5073040.51338,  3823782.36165, 20230517
KYTK, KY_HWY_DIST_11,     37.1514558547,  -83.7595930312,  243.81862,   553291.11867, -5059893.30373,  3830950.83077, 20230517
KYTL, Ky_Hwy_Dist_12,     37.4833902925,  -82.5354789820,  185.68957,   658352.89473, -5024728.09369,  3860214.41915, 20230517
KYVW, Keys_View__SCIGN,   33.9253694040, -116.1733979623, 1498.22700, -2337387.37924, -4755771.01359,  3540416.82987, 20230517
LAFE, Finca_La_Fe,         9.8070626070,  -84.9602824286,   65.31247,   552167.27529, -6261307.59839,  1079237.42809, 20230517
LANS, Lansing,            42.6738840676,  -84.6633109669,  241.11184,   436837.31267, -4676403.68811,  4301099.48240, 20230517
LAPC, LAPC_SCGN_CS1999,   34.1819247636, -118.5746566652,  207.83203, -2526455.92852, -4638728.79390,  3563275.22075, 20230517
LBC1, Long_Beach1SCIGN,   33.8320726513, -118.1371892213,  -21.96888, -2501110.46581, -4676855.02732,  3530976.89976, 20230517
LBCH, Long_Beach_SCIGN,   33.7877730341, -118.2033495842,  -27.55368, -2507799.20883, -4676369.28640,  3526891.10036, 20230517
LBIB, L._Bistrup_Is_Br,   75.8938091899,  -23.8529459624, 1483.48069,  1426532.64213,  -630751.16908,  6165273.92767, 20230517
LCDT, Lake_County_DT,     42.2950542314,  -87.9603452139,  189.35398,   168173.51391, -4722152.97821,  4270030.13597, 20230517
LCHS, Lake_County,        36.3764185101,  -89.4721192151,   63.16733,    47368.26272, -5141169.78975,  3761939.54399, 20230517
LDES, LDES_SCGN_CS1998,   34.2673400028, -116.4328063790,  978.11425, -2349235.79848, -4725708.81783,  3571543.32790, 20230517
LDSW, LDSW_SCGN_CS1999,   34.6994260777, -116.2091445317,  640.97666, -2318661.05481, -4710243.61730,  3610867.11808, 20230517
LEBA, Lebanon,            39.4305047279,  -84.2831432941,  224.24672,   491416.65769, -4908746.61882,  4029489.37304, 20230517
LEFN, Leffingwell_Nuna,   80.4566836338,  -26.2934649315,  692.11287,   951248.67856,  -470001.38714,  6268880.27028, 20230517
LEMA, Lemoore_Maintena,   36.2920256446, -119.7823919253,   32.79992, -2556508.58728, -4467098.38060,  3754377.55400, 20230517
LEME, LeonMetStNIC2009,   12.4274328700,  -86.9094801755,   78.21424,   335867.41884, -6220674.77486,  1363633.31952, 20230517
LEPA, Lepanto,             9.9453748000,  -85.0311940240,   20.98665,   544186.55022, -6259328.56067,  1094301.50261, 20230517
LESV, Leesville,          31.1424712829,  -93.2689662943,   75.68590,  -311569.68645, -5455013.03245,  3279462.24995, 20230517
LEWI, LEWI_BRGN_NV1997,   40.4035115291, -116.8618755851, 2916.70660, -2198662.82572, -4340957.62457,  4114097.25130, 20230517
LFLO, FLORENCE_COOP,      43.9836057392, -124.1077094663,   -6.38877, -2577622.13390, -3806028.74730,  4406776.64492, 20230511
LFRS, LFRS_SCGN_CS1998,   34.0950729447, -118.4128313370,  146.92605, -2515892.96010, -4650557.06664,  3555266.89305, 20230517
LGWD, LagunaWoodCA2011,   33.6405979601, -117.7644548204,   88.71016, -2476170.17745, -4703545.26731,  3513376.78503, 20230517
LINC, Lincoln,            37.6371931256, -119.0172909109, 3057.02552, -2454249.78607, -4424434.36409,  3875500.05158, 20230517
LINH, Lind_HallR,         47.0003344763, -120.5385035418,  472.25275, -2214366.23637, -3753477.64213,  4642135.53374, 20230517
LITT, Little_Skull_Mtn,   36.7458719856, -116.3082412172, 1056.52420, -2268192.82155, -4587678.02505,  3795464.62121, 20230517
LKCP, LKCP_PNGA_WA2001,   47.9443787455, -121.8308545381,  178.29677, -2257556.77137, -3636692.01748,  4712868.23590, 20230517
LKHG, Lake_Henshaw_GPS,   33.2360076503, -116.7587687430,  823.29655, -2404643.72818, -4768909.72291,  3476332.48938, 20230517
LKON, LKON_SHUM_AK2021,   55.0179938325, -159.4093717313,  340.57725, -3431007.36109, -1288990.43304,  5202811.26516, 20230517
LKWY, LKWY_EBRY_WY1996,   44.5650753303, -110.4002228119, 2424.40173, -1587192.03367, -4267779.96492,  4454744.31711, 20230517
LL01, LlanoZero1_SCIGN,   34.4854595460, -117.8349599365, 1005.33471, -2457799.82798, -4654745.65147,  3591531.73360, 20230517
LLAS, LakeLosAngeSCIGN,   34.5859764911, -117.8379354348,  812.49670, -2455015.00187, -4648886.83633,  3600609.24828, 20230517
LMCN, Lumcon_LA2003,      29.2549785640,  -90.6613009776,  -16.18984,   -64276.08161, -5568696.84273,  3098580.59358, 20230517
LMHG, Lake_Mathews_Hil,   33.7442020324, -117.3912877762,  464.54966, -2442694.68368, -4714190.08289,  3523146.88448, 20230517
LMMF, Le_Lamentin,_Mar,   14.5948179279,  -60.9961752927,  -27.11201,  2993387.42395, -5399363.81426,  1596748.17931, 20230517
LMNL, Limonal___CR2007,   10.2675087275,  -85.0533319334,  102.97961,   541235.85597, -6253389.61969,  1129394.06454, 20230517
LMSG, Lake_Mathews_Sho,   33.8174013434, -117.4450751927,  413.11655, -2445018.61546, -4707850.36118,  3529867.15529, 20230517
LMUT, LMUT_EBRY_UT1997,   40.2614194129, -111.9283169760, 2311.99555, -1820835.58305, -4523010.20022,  4101673.29194, 20230517
LNMT, LNMT_SCGN_CS2000,   35.0902020501, -116.9396548970, 1345.31605, -2367549.75131, -4658701.39620,  3646833.13389, 20230517
LOLO, LOLO,               46.7628510044, -114.0968712669, 1109.34413, -1787326.53378, -3996203.94628,  4624553.25544, 20230517
LONG, LongdenYardSCIGN,   34.1119021285, -118.0034160977,   74.26883, -2482078.09182, -4667438.59579,  3556771.91191, 20230517
LORS, LORS_SCGN_CS1998,   34.1333291220, -117.7540754437,  448.89911, -2461266.33405, -4677290.41281,  3558949.73938, 20230517
LPHS, La_Puente_H.S.,     34.0267717970, -117.9567259368,   68.49765, -2480751.50646, -4674128.10059,  3548946.41394, 20230517
LPSB, LANE_CNTY_COOP,     44.0512283848, -123.0900869171,  117.71866, -2506818.98276, -3846907.26614,  4412266.26705, 20230511
LRRG, Little_Rock_Rese,   34.5270606151, -118.0299920797,  875.02226, -2472350.89677, -4643949.68063,  3595261.42548, 20230517
