ID, Station Name, Latitude (deg), Longitude (deg), Ellipsoidal Elevation (m), X (m), Y (m), Z (m), Epoch Date (YYYYMMDD)
P488, OcotilloWeCS2007,   33.2010166337, -116.0788140358,   61.75719, -2348535.54981, -4798447.70524,  3472668.44172, 20230517
P489, CalciteMinCS2007,   33.2962137609, -116.1116120856,  290.33142, -2348818.25624, -4792076.07277,  3481623.82913, 20230517
P490, Toro_Peak_CS2006,   33.5234633457, -116.4259086480, 2622.43825, -2369758.33113, -4768431.89452,  3503952.41771, 20230517
P491, La_Quinta_CS2005,   33.5746796090, -116.2268280046,    4.26691, -2350823.64779, -4771862.92103,  3507240.75792, 20230517
P492, CrzoBadlndCS2007,   32.8870495407, -115.9694551418,   68.86177, -2347689.58924, -4819996.97820,  3443483.62670, 20230517
P493, Super_Mtn_CS2007,   32.9547040490, -115.8248951573,  197.52121, -2333791.68447, -4822331.56729,  3449851.94134, 20230517
P494, WestsideESCS2005,   32.7596554864, -115.7320704627,  -44.25515, -2330983.19257, -4836495.53316,  3431549.74471, 20230517
P495, WestmorlndCS2005,   33.0449613168, -115.6283960876,  -84.03483, -2314779.31000, -4825178.69454,  3458093.72189, 20230517
P496, McCabe_UESCS2005,   32.7506265247, -115.5959568888,  -40.04630, -2319722.48184, -4842511.21647,  3430709.93295, 20230517
P497, ImperialApCS2005,   32.8347358290, -115.5770343443,  -50.97890, -2315938.06858, -4838711.93296,  3438545.22659, 20230517
P498, SprecklesSCS2005,   32.8984316078, -115.5695686401,  -58.02535, -2313650.44549, -4835550.27832,  3444474.65850, 20230517
P499, SDSUCenterCS2005,   32.9796059884, -115.4879141144,  -74.21172, -2304644.48228, -4834411.75451,  3452021.13454, 20230517
P500, AllAmericnCS2005,   32.6900463629, -115.2999334418,  -20.58572, -2296231.33139, -4857729.54302,  3425068.23835, 20230517
P501, HoltvilleCCS2005,   32.8757559549, -115.3979138323,  -55.68897, -2299739.55642, -4843695.40771,  3442364.17456, 20230517
P502, MagnoliaESCS2005,   32.9824507158, -115.4219132103,  -66.05170, -2299003.24949, -4836914.41451,  3452290.22434, 20230517
P503, SuperHillsCS2007,   32.9489160447, -115.7201852580,    6.15062, -2325056.66270, -4826758.48630,  3449209.19452, 20230517
P504, SOrocopiaMCS2005,   33.5164100274, -115.7658496095,   84.03064, -2313936.90045, -4793898.26268,  3501898.29443, 20230517
P505, ImperialSpCS2006,   33.4238732573, -115.6870017821,  -57.77273, -2309739.80705, -4802072.43907,  3493258.52046, 20230517
P506, Ramer_LakeCS2005,   33.0814298911, -115.5101997748,  -83.42454, -2303870.38447, -4827952.65617,  3461483.63892, 20230517
P507, RedIslandMCS2005,   33.1999750097, -115.6124076534,  -78.56874, -2309373.82240, -4817357.51859,  3472494.93731, 20230517
P508, Angus_PropCS2005,   33.2477797503, -115.4287070664,   10.71983, -2292701.37072, -4822180.91951,  3476979.10770, 20230517
P509, PansyLaterCS2005,   32.8906624552, -115.2939187863,  -29.62386, -2290570.06043, -4847069.87781,  3443766.61114, 20230517
P510, ScheuPropsCS2005,   33.1435737481, -115.3433340043,    1.54138, -2288218.77448, -4831303.48086,  3467302.88305, 20230517
P511, CoxcombMtnCS2005,   33.8869343682, -115.2961028370,  273.35354, -2264879.29438, -4792232.81685,  3536194.77358, 20230517
P512, YosWawona_CN2008,   37.5626352394, -119.6944503101, 1344.72084, -2508198.02149, -4398329.08696,  3867896.74782, 20230517
P513, Point_Sal_CS2007,   34.9072657891, -120.6501786363,  284.59049, -2669569.42855, -4504986.13393,  3629597.63367, 20230517
P514, Nipomo____CS2006,   35.0107174907, -120.4097552057,  140.94015, -2647253.81967, -4510375.25311,  3638921.68342, 20230517
P515, Tepusquet_CS2006,   34.8705569817, -120.2398569213,  290.64227, -2638414.62210, -4526005.25834,  3626260.48906, 20230517
P516, JimJacksonCS2006,   35.1062037632, -120.3833976268,  262.99869, -2642151.40092, -4506429.33894,  3647663.47431, 20230517
P518, TrepletMtnCS2008,   35.0200358909, -120.0753125212, 1101.81088, -2620978.31624, -4525918.30921,  3640319.78330, 20230517
P519, PaintedCavCS2007,   34.5078139192, -119.7924433408,  810.94300, -2614584.32346, -4566718.08910,  3593465.68225, 20230517
P520, LomaPelonaCS2008,   34.6304860295, -119.6164114598, 1250.86802, -2596904.07988, -4568330.63135,  3604922.79746, 20230517
P521, McPherson_CS2008,   34.8885697377, -119.8153611535, 1709.10670, -2604820.33403, -4545446.46092,  3628711.22244, 20230517
P522, Taft_MountCS2008,   35.0866128079, -119.5360668628,  991.12477, -2576130.40696, -4546614.82412,  3646303.63857, 20230517
P523, LosOsos___CS2006,   35.3044528704, -120.8602787592,   41.39270, -2672969.88818, -4473241.95740,  3665507.74737, 20230517
P526, RamageRnchCS2004,   35.6359776118, -120.8697430014,  416.86734, -2662913.87549, -4454741.81088,  3695682.89345, 20230517
P527, RanchitaCnCS2006,   35.7541468335, -120.6047598111,  347.94802, -2638359.58194, -4460376.68172,  3706291.42696, 20230517
P528, RinconadaRCS2006,   35.3278140733, -120.5454541466,  367.37566, -2647724.10705, -4486800.24795,  3667811.13887, 20230517
P529, ShellCreekCS2006,   35.4404540966, -120.3538334941,  437.35281, -2629075.31905, -4489434.49186,  3678041.07578, 20230517
P530, HillmRanchCS2005,   35.6248037199, -120.4804391280,  388.38227, -2632938.92441, -4473334.87469,  3694658.56259, 20230517
P531, Hog_CanyonCS2007,   35.7926928733, -120.5366054830,  440.15323, -2631819.63984, -4461422.78557,  3709815.51684, 20230517
P532, WicksRanchCS2004,   35.6338137651, -120.2670316919,  533.27489, -2616024.85053, -4482709.33883,  3695555.57297, 20230517
P533, SpringRancCS2006,   35.7479325075, -120.3709583733,  603.22627, -2620445.07513, -4471631.95981,  3705880.95665, 20230517
P534, CookePeak_CN2007,   37.0612344388, -122.2376164085,  204.27028, -2718401.86746, -4310470.30416,  3822941.35935, 20230517
P535, BuckhornRaCS2006,   35.2351297695, -120.1014270632,  571.59373, -2615936.04269, -4512467.43870,  3659534.26930, 20230517
P536, CarrizoRanCS2006,   35.2797699850, -120.0250254421,  665.39754, -2608524.17781, -4513542.48677,  3663632.95626, 20230517
P537, CaliValleyCS2006,   35.3167980043, -119.9353456105,  581.84769, -2600237.62549, -4515503.43364,  3666937.86328, 20230517
P538, BitterWatrCS2006,   35.5341754395, -120.1125044314,  641.22619, -2607197.14739, -4495389.62209,  3686626.93163, 20230517
P539, VogelRanchCS2004,   35.7026750516, -120.1820545321,  601.13460, -2607161.28661, -4482780.56148,  3701802.77285, 20230517
P540, AvenalRidgCS2006,   35.8012802881, -120.1306397965,  393.69840, -2599844.01636, -4479443.60056,  3710561.22148, 20230517
P541, BlkwllFarmCS2005,   35.6867325688, -120.0006820224,  209.23525, -2593314.73350, -4491629.40251,  3700137.45415, 20230517
P542, BruceSprinCS2008,   35.6889122261, -120.2926047495,  587.98573, -2616249.88558, -4478501.98366,  3700554.84187, 20230517
P543, Reward____CS2006,   35.3189935475, -119.7132254189,  544.06804, -2582627.66328, -4525400.80267,  3667114.79703, 20230517
P544, TwisselmanCS2005,   35.7312683538, -119.7380379585,   33.57075, -2571196.49502, -4500841.72329,  3704047.38249, 20230517
P545, LerdoOvrpsCS2007,   35.4998426321, -119.5358109247,   50.63690, -2562672.84878, -4522910.67268,  3683183.16891, 20230517
P548, Noon_Peak_CS2008,   34.4668086285, -119.5039503200, 1134.87298, -2592957.29006, -4582299.31304,  3589899.19686, 20230517
P550, GradeVallyCS2007,   34.6600849084, -119.1146250697, 1526.16341, -2555998.11968, -4589465.07933,  3607781.20553, 20230517
P551, PineMountnCS2006,   34.8562003794, -119.1545749775, 1550.32224, -2553163.13667, -4576864.35813,  3625673.52702, 20230517
P552, Long_Lake_CS2008,   35.6867274450, -120.2449653033,  581.70447, -2612593.92971, -4480793.52430,  3700354.27345, 20230517
P553, Grapevine_CS2005,   34.8350953934, -118.8789722825, 1335.87667, -2531679.40535, -4590110.08330,  3623629.03950, 20230517
P554, GormanCrk_CS2006,   34.7922982835, -118.8480329548, 1170.17273, -2530442.83923, -4593731.99573,  3619635.67290, 20230517
P555, CastaicCrkCS2008,   34.6949920680, -118.6694274979, 1096.01577, -2519033.48363, -4606942.96135,  3610721.67340, 20230517
P556, BarnardProCS2005,   34.7711099503, -118.5454573412,  852.63081, -2506664.66238, -4607979.96202,  3617523.63370, 20230517
P557, EaglePerchCS2005,   34.9443858565, -118.6555905941, 1818.24524, -2510627.71222, -4594205.46318,  3633852.61464, 20230517
P558, RavensRidgCS2006,   35.1386061384, -118.6116582637, 1411.48121, -2501018.89749, -4584973.14745,  3651264.89731, 20230517
P560, StokesPropCS2005,   34.8218121145, -118.5408705651,  838.30692, -2504756.33165, -4605350.14887,  3622135.02167, 20230517
P561, GreenValleCS2005,   34.6184609590, -118.3990595997,  974.46123, -2499515.22963, -4622938.06714,  3603667.82373, 20230517
P563, ButtonwillCS2005,   35.4186698019, -119.4211692262,   56.53107, -2556186.79346, -4532584.23834,  3675850.84886, 20230517
P564, Posocreek_CS2006,   35.6229119049, -119.3493932627,   60.51859, -2544055.21520, -4524309.66269,  3694296.96905, 20230517
P565, Delano_AirCS2005,   35.7438940669, -119.2366564376,   62.65158, -2531324.66973, -4522475.63930,  3705201.46767, 20230517
P566, Visalia_MYCS2005,   36.3244547482, -119.2292905377,   77.99880, -2512244.58114, -4489741.26607,  3757304.15847, 20230517
P567, RioBravo__CS2005,   35.4209468425, -118.7535803637,  706.36009, -2503386.81592, -4562395.51741,  3676433.35622, 20230517
P568, AntimonyFlCS2007,   35.2543078973, -118.1265157603, 1301.23013, -2458576.10028, -4599379.68139,  3661693.27309, 20230517
P569, ButterbredCS2007,   35.3779691860, -118.1237704005, 1275.74888, -2454606.55254, -4592482.92739,  3672875.79757, 20230517
P570, KelsoCreekCS2006,   35.6673485121, -118.2600422684,  810.88280, -2456509.19387, -4569864.71610,  3698741.13747, 20230517
P571, SpringvillCS2005,   36.2313660109, -118.7667187825,  914.22150, -2479181.63844, -4515826.12369,  3749471.10026, 20230517
P572, ShadequartCS2006,   36.5855161728, -118.9545991232, 1167.34478, -2482780.88072, -4487437.49187,  3781254.41750, 20230517
P573, Blackrock_CS2008,   36.0930946695, -118.2605020597, 2441.39030, -2444058.93735, -4546615.91069,  3737981.92087, 20230517
P574, Mt_HarwoodCS2008,   34.2867709405, -117.6338898490, 2873.79808, -2447940.10134, -4675739.40853,  3574392.58545, 20230517
P575, Cucamonga_CS2008,   34.2155139825, -117.5421655203, 1928.42940, -2442148.15570, -4682905.47669,  3567324.50637, 20230511
P576, GallegosRnCS2004,   35.6696649466, -120.9700056179,  324.43023, -2669545.40309, -4448142.60199,  3698666.30827, 20230517
P577, CdrSpgDam_CS2004,   34.3046061986, -117.3189174033,  999.56702, -2420976.88117, -4686759.34709,  3574971.47927, 20230517
P578, DavisBenchCS2008,   35.6943327905, -120.2390352652,  536.31136, -2611863.64389, -4480606.69754,  3701013.19936, 20230517
P579, FremontValCS2006,   35.0387634108, -118.0057679598,  834.22701, -2455163.49518, -4616369.77215,  3641867.75122, 20230517
P580, Straw_PeakCS2007,   35.6209471155, -117.1922270346, 1669.63205, -2372609.64545, -4618140.01538,  3695056.94232, 20230517
P581, WoodsPropyCS2005,   34.5097401439, -117.7290053071,  972.81875, -2448465.42391, -4657908.54423,  3593733.49492, 20230517
P582, El_Mirage_CS2008,   34.6342595323, -117.5488631608,  848.04372, -2430135.28374, -4658542.07552,  3605038.36387, 20230517
P583, KramerJnctCS2005,   34.9870047570, -117.5433957001,  730.77437, -2419314.73329, -4638878.65080,  3637104.86467, 20230517
P584, PotreroCrkCS2004,   33.8926043648, -116.9516452341,  738.76817, -2402400.73374, -4724830.37525,  3536976.40143, 20230517
P585, BigMorongoCS2007,   34.0193486078, -116.5457495696,  958.16960, -2365440.47454, -4734867.94321,  3548761.70893, 20230517
P586, LewisCentrCS2005,   34.5348443686, -117.2805242723,  809.41791, -2411145.95013, -4675408.38822,  3595935.67364, 20230517
P589, BlackMtQryCS2005,   34.6206677849, -117.1101928695, 1148.07352, -2394900.49191, -4677993.58457,  3603967.95634, 20230515
P591, CalCityAptCS2005,   35.1524257175, -118.0164777131,  708.84545, -2452572.23616, -4609419.03960,  3652114.30794, 20230517
P592, GrassVallyCS2007,   35.2385523838, -117.3032319568, 1049.34332, -2392604.46664, -4634944.72033,  3660120.09692, 20230517
P593, pyramid_ptCS2007,   35.3878701822, -117.2050616762, 1375.78575, -2380402.46880, -4630755.96333,  3673829.51038, 20230517
P594, CrowCanyonCS2005,   35.8967094403, -117.3901345352,  937.42664, -2380046.41241, -4593510.66233,  3719463.16824, 20230517
P595, SearlesValCS2005,   35.6975572967, -117.4028311428,  644.47563, -2386904.24598, -4604248.24008,  3701366.89222, 20230517
P596, QueenShebaCS2007,   35.9981770118, -116.8895245955,  430.49532, -2336646.10417, -4607868.86343,  3728281.05610, 20230517
P597, OwlsHeadMtCS2007,   35.7105991804, -116.8883982044, 1194.17491, -2345289.02241, -4625138.12244,  3702862.92574, 20230517
P598, Onyx_Peak_CS2007,   34.1924625342, -116.7102703753, 2746.49415, -2374851.00471, -4719757.80523,  3565668.84578, 20230517
P599, GammaGulchCS2006,   34.2171712870, -116.5374670982, 1323.91451, -2359391.23969, -4724467.39762,  3567136.63480, 20230517
P600, Pushwalla_CS2005,   33.8658464323, -116.2118789240,  792.09337, -2341948.62977, -4756978.20481,  3534541.75780, 20230517
P601, GeologyRd_CS2006,   33.9592965397, -116.0802305602, 1242.65628, -2328633.86246, -4757487.36982,  3543396.78974, 20230517
P602, PolonlPassCS2008,   35.7291660768, -120.2278969054,  648.26034, -2609902.47363, -4479243.50204,  3704216.98067, 20230517
P603, I40CorridoCS2007,   34.7169055826, -116.0295054860,  624.72607, -2303391.25680, -4716485.91202,  3612452.08024, 20230517
P604, HarvardHilCS2008,   34.9368278206, -116.6714562771,  588.45293, -2349821.50156, -4677904.22640,  3632460.80470, 20230517
P606, LucerneValCS2005,   34.4620646391, -116.8796272354,  863.37867, -2380461.27973, -4696283.41808,  3589311.60641, 20230517
P607, CottonSprgCS2006,   33.7410393348, -115.8206551989,  958.73719, -2312828.27737, -4779916.76519,  3523129.65072, 20230517
P608, DuplexMineCS2008,   33.9940830505, -115.6866054107,  632.32121, -2294740.76321, -4770973.12097,  3546255.96466, 20230517
P609, YucaipaRidCS2006,   34.0626875322, -116.8928212223, 2721.25494, -2393521.81397, -4719354.64173,  3553733.31054, 20230517
P610, AmericMineCS2006,   34.4257464950, -115.7637270255,  343.86749, -2289354.48363, -4743418.51601,  3585694.99424, 20230517
P611, RainboWellCS2006,   35.2047729926, -115.6498135124, 1333.03956, -2258909.61413, -4704207.89586,  3657221.59271, 20230517
P612, CalStateSBCS2005,   34.1873832529, -117.3155213762,  531.73148, -2423879.95121, -4693061.55783,  3563958.11422, 20230517
P613, KellerPeakCS2007,   34.1961904427, -117.0499662261, 2355.18246, -2402538.73027, -4705099.57065,  3565791.10402, 20230517
P614, Essex_CTY_CS2007,   34.7317931503, -115.2502645163,  491.00504, -2238586.26173, -4746425.24400,  3613733.44880, 20230517
P615, PaintdRcksCS2006,   35.2046088145, -116.7629116105,  995.15684, -2349747.72582, -4659201.47975,  3657011.91773, 20230517
P616, Red_ButtesCS2007,   35.4245645278, -117.8933357799, 1071.21209, -2434637.21251, -4599523.11543,  3676971.95244, 20230517
P617, TiefortMtsCS2006,   35.3206425837, -116.5716467780,  887.69529, -2330817.04880, -4660292.84692,  3667462.75810, 20230517
P618, CSUDertStdCS2005,   35.1418889417, -116.1039341408,  263.38974, -2297507.17347, -4688980.66911,  3650901.94490, 20230517
P619, SilurianHiCS2008,   35.5259474071, -116.1218048816,  388.95664, -2288164.24434, -4666228.65685,  3685737.33996, 20230517
P621, MountPass_CS2005,   35.4727597117, -115.5439520663, 1420.52024, -2242827.70607, -4692918.07033,  3681531.41316, 20230517
P623, VidalJunctCS2005,   34.1889330286, -114.5994067740,  267.77009, -2198633.89045, -4802364.28550,  3563952.00344, 20230517
P625, CaminoSubsCS2007,   34.8444427316, -114.9651456188,  606.79500, -2211969.69247, -4751128.01300,  3624063.75480, 20230517
P626, NewYorkMtnCS2005,   35.2911185275, -115.2382792185, 1442.77856, -2222743.47364, -4715390.48655,  3665109.94285, 20230517
P627, QueenVallyNV2006,   37.9731008440, -118.3785271455, 2342.15992, -2393636.98206, -4430907.23580,  3904531.88048, 20230517
P630, OldMammothCS2006,   37.6130363498, -119.0004449971, 2740.60716, -2453621.24113, -4426368.81611,  3873182.38573, 20230517
P631, Laurel_CrkCS2006,   37.6053247270, -118.9159425452, 2659.82915, -2447312.09099, -4430384.11056,  3872454.75945, 20230517
P632, JuneLake__CS2006,   37.7856649862, -119.0860775702, 2389.83298, -2454400.99478, -4412210.89496,  3888134.11644, 20230517
P633, MonoDomesNCS2008,   37.9134603792, -119.0329901642, 2293.02464, -2446049.25318, -4406803.70539,  3899279.24652, 20230517
P635, Grant_LakeCS2007,   37.8393138496, -119.1379932348, 2484.20015, -2456655.94275, -4406860.37334,  3892898.07019, 20230517
P636, LogCabinRFCS2007,   37.9627713742, -119.1467095920, 2739.06967, -2453322.71501, -4399307.30318,  3903871.83471, 20230517
P637, PumiceVallCS2008,   37.9141058254, -119.0837010924, 2031.67158, -2449827.00376, -4404418.37176,  3899175.19116, 20230517
P638, LookoutMtnCS2008,   37.7343178169, -118.9434812609, 2491.92986, -2445141.03357, -4421431.47378,  3883689.27898, 20230517
P639, FumaroleVaCS2006,   37.6545623420, -118.8687112341, 2339.33735, -2441924.99648, -4429254.62952,  3876588.78821, 20230517
P640, Mono_MillsCS2006,   37.8917386514, -118.9604104070, 2200.94505, -2441147.18964, -4411131.51992,  3897319.59717, 20230517
P641, SagehenMdwCS2008,   37.8781893726, -118.8519222886, 2527.20188, -2433360.50833, -4416780.56709,  3896332.56289, 20230517
P642, McGeeMountCS2006,   37.5913666541, -118.8166729614, 2667.39992, -2440091.09664, -4435451.37688,  3871231.42914, 20230517
P643, Toms_PlaceCS2006,   37.5615527688, -118.6981646161, 2122.01019, -2431673.55579, -4441880.41070,  3868275.33835, 20230517
P644, WheelrRidgCS2007,   37.4953920041, -118.6844055358, 3458.64116, -2433263.53301, -4447319.97423,  3863263.61003, 20230517
